inspection_id,project_id,inspection_date,inspector_name,inspector_id,inspection_type,result,score_out_of_100,deficiencies_found,reinspection_required,reinspection_date,regulatory_body,notes
1608,484,03/11/2020,I. Jackson,INS-50972,Electrical,Fail,36,1,Y,31/07/2019,FTA,
1609,484,04/16/2023,S. Williams,INS-36531,Environmental Compliance,Pass,81,2,Y,,EPA,Cited violation
1610,484,2021/10/31,J. Kowalski,,Structural,Pass,77,1,,,State DOT,Escalated to state
1611,485,2025/01/08,A. Nguyen,INS-25939,Fire Safety,Pass,74,1,YES,,Local Building Dept,Escalated to state
1612,486,02/15/2025,H. Lee,INS-19748,Quality Control,Pass,72,2,Y,2021/06/26,EPA,
1613,486,2022/10/25,G. Martinez,INS-21943,Plumbing,Pass,70,2,N,,Army Corps,Follow-up required
1614,487,2019-07-01,E. Hoffman,INS-54822,Environmental Compliance,Pass,66,1,Y,,FHWA,Cited violation
1615,488,24/12/2019,H. Lee,INS-66515,Plumbing,Pass,71,3,No,,State DEP,Escalated to state
1616,488,04/24/2022,E. Hoffman,INS-71493,Electrical,Pass,68,2,N,,FHWA,Follow-up required
1617,488,02/23/2019,R. Patel,INS-82953,Quality Control,Pass,68,3,YES,04/03/2023,Army Corps,
1618,488,12-15-2020,G. Martinez,INS-49551,Environmental Compliance,Fail,43,5,,,State DEP,Escalated to state
1619,488,2025-05-22,R. Patel,INS-60585,Final Walkthrough,Pass,,1,N,,State DOT,Follow-up required
1620,488,2019/11/22,H. Lee,INS-38260,Routine Safety,Fail,41,1,yes,,FAA,Escalated to state
1621,489,2020/12/16,B. Torres,INS-10006,Quality Control,Pass,86,2,N,,OSHA,Closed
1622,489,02-28-2021,G. Martinez,INS-89103,Interim Progress,Pass,72,0,y,03/19/2022,OSHA,
1623,489,08-06-2022,J. Kowalski,INS-22325,Plumbing,Pass,,3,N,,Army Corps,
1624,489,03/16/2020,S. Williams,INS-79229,Routine Safety,Pass,,3,N,,Army Corps,Escalated to state
1625,489,2024/04/29,G. Martinez,INS-91562,Structural,Pass,73,1,no,,FAA,Closed
1626,489,15/12/2021,C. Richardson,INS-15303,Routine Safety,Pass,TBD,2,yes,,OSHA,
1627,491,2023/10/06,R. Patel,,Plumbing,Pass,79,2,N,,FHWA,
1628,491,01/05/2022,A. Nguyen,INS-17469,Interim Progress,Pass,68,3,Y,09/08/2020,Local Building Dept,Cited violation
1629,492,07/11/2022,R. Patel,INS-71776,Quality Control,Fail,60,6,Y,,State DEP,
1630,492,,K. O'Brien,INS-31596,Environmental Compliance,Pass,74,0,N,,FAA,
1631,492,04/11/2020,G. Martinez,INS-19356,Structural,Fail,40,1,Y,11/18/2020,State DOT,
1632,492,2023-01-09,H. Lee,n/a,Final Walkthrough,PASS,80,0,N,,Local Building Dept,Escalated to state
1633,492,2019-11-27,R. Patel,INS-16958,Fire Safety,Pass,92,2,N,,EPA,
1634,492,09-11-2020,H. Lee,INS-81615,Quality Control,Fail,54,7,Y,,Local Building Dept,Cited violation
1635,493,29/03/2022,G. Martinez,INS-27431,Final Walkthrough,Fail,38,3,Y,2019-06-12,State DOT,Cited violation
1636,493,2019/05/13,J. Kowalski,INS-28649,Final Walkthrough,Fail,42,,Y,2025/04/14,State DEP,Follow-up required
1637,493,2021/11/14,A. Nguyen,INS-83475,Quality Control,Pass,92,3,,,FTA,
1638,493,2021/02/08,G. Martinez,INS-88624,Routine Safety,Pass,74,3,N,,EPA,
1639,493,2021/10/21,B. Torres,INS-17870,Interim Progress,Fail,62,1,Y,,State DOT,
1640,494,29/02/2024,I. Jackson,INS-85847,Fire Safety,Pass,,0,N,,Local Building Dept,
1641,495,2020/11/27,G. Martinez,INS-44017,Quality Control,Pass with Conditions,71,0,Y,12-27-2020,EPA,
1642,495,16/05/2024,S. Williams,INS-78500,Final Walkthrough,Pass with Conditions,N/A,,Y,,EPA,Cited violation
1643,495,05-20-2024,G. Martinez,,Electrical,Pass,97,2,N,,Local Building Dept,Cited violation
1644,495,11/23/2021,R. Patel,INS-21805,Fire Safety,Deferred,68,3,N,,Army Corps,Cited violation
1645,496,2022-02-13,H. Lee,INS-96708,Environmental Compliance,Pass,74,3,y,,FHWA,
1646,496,2024-06-10,J. Kowalski,INS-69493,Interim Progress,Pass,85,0,N,,FAA,
1647,496,,H. Lee,INS-18416,Quality Control,Pass,98,2,N,,OSHA,
1648,496,2024-07-08,C. Richardson,,Final Walkthrough,Pass,97,2,N,,FTA,
1649,497,2023/01/25,S. Williams,INS-14290,Environmental Compliance,Pass with Conditions,99,0,Y,08/17/2021,Army Corps,Closed
1650,497,2023/10/29,R. Patel,TBD,Routine Safety,Pass,97,1,N,,FAA,
1651,497,12-12-2019,J. Kowalski,INS-55049,Routine Safety,Pass,76,2,Y,2020/03/18,EPA,Follow-up required
1652,497,09/25/2022,R. Patel,INS-63564,Routine Safety,FAIL,75,,N,,EPA,
1653,498,,R. Patel,INS-71441,Electrical,Pass,96,2,N,,Army Corps,
1654,498,2023/09/02,R. Patel,INS-18534,Environmental Compliance,Pass,93,2,Y,,Local Building Dept,
1655,498,23/09/2021,S. Williams,INS-11738,Plumbing,Pass,100,2,no,,Army Corps,
1656,498,11/26/2021,G. Martinez,INS-18940,Routine Safety,Pass,65,2,Y,10/09/2024,FHWA,
1657,498,16/11/2020,E. Hoffman,INS-90723,Interim Progress,FAIL,N/A,3,N,,State DOT,
1658,498,2022-04-11,R. Patel,INS-77149,Interim Progress,Pass,92,1,N,,FAA,Follow-up required
1659,499,04/08/2021,B. Torres,INS-95197,Electrical,Pass,72,3,N,,State DOT,
1660,499,2019/10/24,B. Torres,INS-21912,Final Walkthrough,Pass with Conditions,93,1,Y,,FTA,
1661,500,2024-04-22,R. Patel,INS-82853,Final Walkthrough,Pass,55,3,Y,2025-07-09,State DEP,
1662,500,01-18-2024,E. Hoffman,INS-98091,Interim Progress,pass,89,3,N,,Local Building Dept,Follow-up required
